Source,club1_name,Target,club2_name,club1_wins,club2_wins,draws
2192,Sociedad,3481,Elche,3,3,1
2192,Sociedad,889,Eibar,5,4,4
2192,Sociedad,1951,Osasuna,14,7,9
2192,Sociedad,1408,Juventus,0,1,1
2192,Sociedad,1801,Napoli,0,1,1
2192,Sociedad,1645,Lyon,2,2,0
2192,Sociedad,468,B Leverkusen,0,2,0
3123,Villarreal,2159,Real Betis,13,12,9
3123,Villarreal,3427,Granada,8,2,4
3123,Villarreal,207,Athletic Bilbao,17,15,14
3123,Villarreal,3251,Levante,16,7,3
3123,Villarreal,690,Celta Vigo,12,13,6
3123,Villarreal,3216,Cadiz,3,0,3
3123,Villarreal,2697,Valencia,19,21,10
3123,Villarreal,3480,Getafe,19,8,5
3123,Villarreal,2975,Alaves,9,10,1
3123,Villarreal,2676,Valladolid,10,10,5
3123,Villarreal,3496,Huesca,2,1,5
3123,Villarreal,3481,Elche,3,2,5
3123,Villarreal,889,Eibar,7,4,3
3123,Villarreal,1951,Osasuna,14,11,7
3123,Villarreal,1370,Inter,1,1,0
3123,Villarreal,1801,Napoli,2,2,2
3123,Villarreal,1501,Lazio,1,1,1
3123,Villarreal,2163,Roma,2,2,0
3123,Villarreal,999,Fiorentina,0,0,1
3123,Villarreal,2584,Torino,1,1,0
3123,Villarreal,1576,Lille,1,0,1
3123,Villarreal,1674,Monaco,0,2,0
3123,Villarreal,1645,Lyon,0,2,0
3123,Villarreal,468,B Leverkusen,3,0,1
3123,Villarreal,403,B M'gladbach,0,0,2
3123,Villarreal,469,B Munich,0,2,0
3123,Villarreal,2967,Wolfsburg,0,1,1
2159,Real Betis,3427,Granada,4,7,4
2159,Real Betis,207,Athletic Bilbao,14,19,18
2159,Real Betis,3251,Levante,11,9,4
2159,Real Betis,690,Celta Vigo,15,14,14
2159,Real Betis,3216,Cadiz,5,1,3
2159,Real Betis,2697,Valencia,12,27,11
2159,Real Betis,3480,Getafe,9,10,9
2159,Real Betis,2975,Alaves,10,7,5
2159,Real Betis,2676,Valladolid,19,10,8
2159,Real Betis,3496,Huesca,4,1,2
2159,Real Betis,3481,Elche,3,4,3
2159,Real Betis,889,Eibar,2,5,4
2159,Real Betis,1951,Osasuna,16,10,5
2159,Real Betis,41,AC Milan,1,0,1
2159,Real Betis,268,Bologna,1,1,0
2159,Real Betis,1674,Monaco,1,0,1
2159,Real Betis,1645,Lyon,0,1,1
2159,Real Betis,2173,Rennes,0,1,1
3427,Granada,207,Athletic Bilbao,7,8,3
3427,Granada,3251,Levante,4,6,4
3427,Granada,690,Celta Vigo,3,8,7
3427,Granada,3216,Cadiz,1,1,3
3427,Granada,2697,Valencia,2,14,3
3427,Granada,3480,Getafe,7,3,3
3427,Granada,2975,Alaves,4,1,0
3427,Granada,2676,Valladolid,6,4,2
3427,Granada,3496,Huesca,2,2,2
3427,Granada,3481,Elche,6,1,6
3427,Granada,889,Eibar,1,7,2
3427,Granada,1951,Osasuna,8,5,5
3427,Granada,1801,Napoli,1,1,0
207,Athletic Bilbao,3251,Levante,18,6,4
207,Athletic Bilbao,690,Celta Vigo,21,11,16
207,Athletic Bilbao,3216,Cadiz,2,2,0
207,Athletic Bilbao,2697,Valencia,16,25,17
207,Athletic Bilbao,3480,Getafe,11,9,12
207,Athletic Bilbao,2975,Alaves,11,6,5
207,Athletic Bilbao,2676,Valladolid,17,10,12
207,Athletic Bilbao,3496,Huesca,4,0,1
207,Athletic Bilbao,3481,Elche,2,1,3
207,Athletic Bilbao,889,Eibar,7,1,8
207,Athletic Bilbao,1951,Osasuna,17,10,10
207,Athletic Bilbao,41,AC Milan,1,1,0
207,Athletic Bilbao,1408,Juventus,1,1,2
207,Athletic Bilbao,1801,Napoli,1,0,1
207,Athletic Bilbao,4692,Sassuolo,1,1,0
207,Athletic Bilbao,2388,Sampdoria,2,0,0
207,Athletic Bilbao,2584,Torino,0,1,1
207,Athletic Bilbao,2037,Parma,1,0,0
207,Athletic Bilbao,2068,Paris Saint Germain,1,1,0
207,Athletic Bilbao,1645,Lyon,0,2,0
207,Athletic Bilbao,1748,Marseille,1,2,1
207,Athletic Bilbao,246,Bordeaux,2,1,1
207,Athletic Bilbao,4796,Augsburg,2,0,0
207,Athletic Bilbao,884,E Frankfurt,1,0,1
207,Athletic Bilbao,1284,Hertha Berlin,1,0,1
207,Athletic Bilbao,2260,Schalke,1,0,1
207,Athletic Bilbao,2854,W Bremen,0,2,0
3251,Levante,690,Celta Vigo,6,9,4
3251,Levante,3216,Cadiz,2,0,5
3251,Levante,2697,Valencia,6,14,8
3251,Levante,3480,Getafe,9,10,10
3251,Levante,2975,Alaves,1,5,1
3251,Levante,2676,Valladolid,7,4,5
3251,Levante,3496,Huesca,1,2,5
3251,Levante,3481,Elche,4,1,4
3251,Levante,889,Eibar,4,2,7
3251,Levante,1951,Osasuna,7,9,2
690,Celta Vigo,3216,Cadiz,5,1,2
690,Celta Vigo,2697,Valencia,11,20,15
690,Celta Vigo,3480,Getafe,5,7,7
690,Celta Vigo,2975,Alaves,9,11,8
690,Celta Vigo,2676,Valladolid,14,7,15
690,Celta Vigo,3496,Huesca,5,2,3
690,Celta Vigo,3481,Elche,5,4,3
690,Celta Vigo,889,Eibar,7,6,4
690,Celta Vigo,1951,Osasuna,12,6,5
690,Celta Vigo,41,AC Milan,1,0,1
690,Celta Vigo,1408,Juventus,1,1,0
690,Celta Vigo,1590,Lens,0,1,1
690,Celta Vigo,1748,Marseille,0,1,1
690,Celta Vigo,884,E Frankfurt,0,0,1
690,Celta Vigo,2682,Stuttgart,1,0,1
690,Celta Vigo,2854,W Bremen,0,2,0
3216,Cadiz,2697,Valencia,1,3,2
3216,Cadiz,3480,Getafe,3,3,0
3216,Cadiz,2975,Alaves,1,0,3
3216,Cadiz,2676,Valladolid,2,2,3
3216,Cadiz,3496,Huesca,3,2,4
3216,Cadiz,3481,Elche,4,1,4
3216,Cadiz,889,Eibar,2,0,0
3216,Cadiz,1951,Osasuna,1,7,1
2697,Valencia,3480,Getafe,17,12,8
2697,Valencia,2975,Alaves,13,5,5
2697,Valencia,2676,Valladolid,16,9,12
2697,Valencia,3496,Huesca,2,0,1
2697,Valencia,3481,Elche,4,2,0
2697,Valencia,889,Eibar,4,5,4
2697,Valencia,1951,Osasuna,22,7,12
2697,Valencia,1370,Inter,2,3,5
2697,Valencia,1408,Juventus,0,2,0
2697,Valencia,17,Atalanta,0,2,0
2697,Valencia,1501,Lazio,1,1,0
2697,Valencia,2163,Roma,3,3,0
2697,Valencia,999,Fiorentina,1,1,0
2697,Valencia,1082,Genoa,2,0,0
2697,Valencia,1576,Lille,4,0,2
2697,Valencia,2068,Paris Saint Germain,0,1,1
2697,Valencia,1674,Monaco,1,1,0
2697,Valencia,1645,Lyon,3,1,0
2697,Valencia,1748,Marseille,1,0,0
2697,Valencia,935,St-Etienne,0,0,1
2697,Valencia,246,Bordeaux,4,0,0
2697,Valencia,468,B Leverkusen,1,1,0
2697,Valencia,469,B Munich,1,3,6
2697,Valencia,970,Cologne,1,1,0
2697,Valencia,2260,Schalke,1,2,3
2697,Valencia,2854,W Bremen,0,2,2
3480,Getafe,2975,Alaves,3,3,6
3480,Getafe,2676,Valladolid,6,8,7
3480,Getafe,3496,Huesca,3,0,4
3480,Getafe,3481,Elche,4,1,4
3480,Getafe,889,Eibar,6,2,6
3480,Getafe,1951,Osasuna,11,8,11
3480,Getafe,1370,Inter,0,1,0
3480,Getafe,469,B Munich,0,0,2
3480,Getafe,2682,Stuttgart,0,1,0
2975,Alaves,2676,Valladolid,12,6,5
2975,Alaves,3496,Huesca,5,1,0
2975,Alaves,3481,Elche,2,1,1
2975,Alaves,889,Eibar,4,5,3
2975,Alaves,1951,Osasuna,8,9,2
2975,Alaves,1370,Inter,1,0,1
2676,Valladolid,3496,Huesca,5,7,3
2676,Valladolid,3481,Elche,5,3,8
2676,Valladolid,889,Eibar,2,2,3
2676,Valladolid,1951,Osasuna,5,11,14
3496,Huesca,3481,Elche,5,5,6
3496,Huesca,889,Eibar,2,0,2
3496,Huesca,1951,Osasuna,2,1,3
3481,Elche,889,Eibar,3,1,0
3481,Elche,1951,Osasuna,1,3,4
889,Eibar,1951,Osasuna,1,3,5
1951,Osasuna,2037,Parma,1,0,0
1951,Osasuna,1590,Lens,0,1,0
1951,Osasuna,2173,Rennes,0,1,1
1951,Osasuna,246,Bordeaux,1,0,1
1951,Osasuna,468,B Leverkusen,2,0,0
1370,Inter,41,AC Milan,27,22,20
1370,Inter,1408,Juventus,16,31,22
1370,Inter,17,Atalanta,26,10,16
1370,Inter,1801,Napoli,20,16,16
1370,Inter,1501,Lazio,26,23,23
1370,Inter,2163,Roma,29,22,29
1370,Inter,4692,Sassuolo,7,7,2
1370,Inter,2388,Sampdoria,27,13,16
1370,Inter,2681,Verona,17,1,4
1370,Inter,268,Bologna,32,9,9
1370,Inter,2634,Udinese,31,16,15
1370,Inter,999,Fiorentina,29,12,19
1370,Inter,1082,Genoa,25,9,7
1370,Inter,4794,Spezia,1,0,1
1370,Inter,2584,Torino,24,6,12
1370,Inter,4612,Benevento,5,0,0
1370,Inter,525,Cagliari,29,8,19
1370,Inter,2037,Parma,24,17,18
1370,Inter,4195,Crotone,3,1,1
1370,Inter,1576,Lille,2,0,0
1370,Inter,1674,Monaco,3,1,0
1370,Inter,1645,Lyon,2,2,2
1370,Inter,1748,Marseille,1,3,0
1370,Inter,935,St-Etienne,0,0,2
1370,Inter,2248,Strasbourg,1,1,0
1370,Inter,1800,Nantes,1,0,1
1370,Inter,398,B Dortmund,2,1,1
1370,Inter,468,B Leverkusen,3,0,0
1370,Inter,403,B M'gladbach,2,0,2
1370,Inter,469,B Munich,2,2,1
1370,Inter,970,Cologne,2,1,0
1370,Inter,884,E Frankfurt,0,1,1
1370,Inter,1284,Hertha Berlin,2,1,1
1370,Inter,2260,Schalke,2,3,1
1370,Inter,2854,W Bremen,2,2,2
1370,Inter,2967,Wolfsburg,0,2,0
41,AC Milan,1408,Juventus,16,34,22
41,AC Milan,17,Atalanta,26,13,14
41,AC Milan,1801,Napoli,15,13,19
41,AC Milan,1501,Lazio,32,13,28
41,AC Milan,2163,Roma,25,19,24
41,AC Milan,4692,Sassuolo,10,5,2
41,AC Milan,2388,Sampdoria,33,14,10
41,AC Milan,2681,Verona,12,4,7
41,AC Milan,268,Bologna,29,6,9
41,AC Milan,2634,Udinese,29,16,15
41,AC Milan,999,Fiorentina,25,16,17
41,AC Milan,1082,Genoa,20,7,11
41,AC Milan,4794,Spezia,2,1,0
41,AC Milan,2584,Torino,21,4,21
41,AC Milan,4612,Benevento,1,1,1
41,AC Milan,525,Cagliari,33,3,13
41,AC Milan,2037,Parma,29,11,14
41,AC Milan,4195,Crotone,6,0,1
41,AC Milan,1576,Lille,0,2,2
41,AC Milan,2068,Paris Saint Germain,2,0,2
41,AC Milan,1674,Monaco,1,0,0
41,AC Milan,1645,Lyon,1,0,1
41,AC Milan,1590,Lens,1,1,0
41,AC Milan,1748,Marseille,1,2,2
41,AC Milan,2248,Strasbourg,2,2,1
41,AC Milan,398,B Dortmund,3,2,1
41,AC Milan,469,B Munich,6,1,3
41,AC Milan,1284,Hertha Berlin,1,2,1
41,AC Milan,2260,Schalke,1,0,1
41,AC Milan,2854,W Bremen,2,0,4
41,AC Milan,2967,Wolfsburg,0,0,1
1408,Juventus,17,Atalanta,35,6,15
1408,Juventus,1801,Napoli,32,12,13
1408,Juventus,1501,Lazio,38,19,18
1408,Juventus,2163,Roma,31,16,19
1408,Juventus,4692,Sassuolo,11,1,3
1408,Juventus,2388,Sampdoria,28,10,14
1408,Juventus,2681,Verona,15,3,7
1408,Juventus,268,Bologna,34,2,10
1408,Juventus,2634,Udinese,37,9,8
1408,Juventus,999,Fiorentina,34,10,17
1408,Juventus,1082,Genoa,25,7,8
1408,Juventus,4794,Spezia,2,1,0
1408,Juventus,2584,Torino,27,5,9
1408,Juventus,4612,Benevento,2,1,1
1408,Juventus,525,Cagliari,29,5,15
1408,Juventus,2037,Parma,30,12,17
1408,Juventus,4195,Crotone,4,0,2
1408,Juventus,1674,Monaco,4,1,1
1408,Juventus,1645,Lyon,4,1,1
1408,Juventus,1748,Marseille,1,1,0
1408,Juventus,2173,Rennes,1,0,1
1408,Juventus,246,Bordeaux,1,2,1
1408,Juventus,1800,Nantes,1,1,0
1408,Juventus,398,B Dortmund,5,2,0
1408,Juventus,468,B Leverkusen,3,1,0
1408,Juventus,403,B M'gladbach,0,1,3
1408,Juventus,469,B Munich,3,5,2
1408,Juventus,970,Cologne,1,0,1
1408,Juventus,884,E Frankfurt,0,1,1
1408,Juventus,1284,Hertha Berlin,0,1,1
1408,Juventus,2854,W Bremen,1,1,0
17,Atalanta,1801,Napoli,16,18,12
17,Atalanta,1501,Lazio,16,22,14
17,Atalanta,2163,Roma,16,24,13
17,Atalanta,4692,Sassuolo,12,2,4
17,Atalanta,2388,Sampdoria,16,21,7
17,Atalanta,2681,Verona,8,7,5
17,Atalanta,268,Bologna,17,8,12
17,Atalanta,2634,Udinese,16,18,15
17,Atalanta,999,Fiorentina,14,21,15
17,Atalanta,1082,Genoa,12,11,10
17,Atalanta,4794,Spezia,1,0,1
17,Atalanta,2584,Torino,10,14,14
17,Atalanta,4612,Benevento,3,0,0
17,Atalanta,525,Cagliari,19,14,9
17,Atalanta,2037,Parma,14,14,13
17,Atalanta,4195,Crotone,5,0,2
17,Atalanta,2068,Paris Saint Germain,0,1,0
17,Atalanta,1645,Lyon,1,0,1
17,Atalanta,398,B Dortmund,0,1,1
1801,Napoli,1501,Lazio,25,17,10
1801,Napoli,2163,Roma,16,20,14
1801,Napoli,4692,Sassuolo,9,2,6
1801,Napoli,2388,Sampdoria,23,10,9
1801,Napoli,2681,Verona,15,4,0
1801,Napoli,268,Bologna,17,12,5
1801,Napoli,2634,Udinese,18,10,13
1801,Napoli,999,Fiorentina,20,14,12
1801,Napoli,1082,Genoa,19,8,12
1801,Napoli,4794,Spezia,2,1,0
1801,Napoli,2584,Torino,14,5,14
1801,Napoli,4612,Benevento,4,0,0
1801,Napoli,525,Cagliari,19,8,12
1801,Napoli,2037,Parma,18,15,7
1801,Napoli,4195,Crotone,6,0,0
1801,Napoli,2068,Paris Saint Germain,0,0,2
1801,Napoli,1748,Marseille,2,0,0
1801,Napoli,1772,Metz,1,0,1
1801,Napoli,1832,Nice,2,0,0
1801,Napoli,398,B Dortmund,1,1,0
1801,Napoli,469,B Munich,0,1,1
1801,Napoli,5709,RB Leipzig,1,1,0
1801,Napoli,2682,Stuttgart,2,0,2
1801,Napoli,2967,Wolfsburg,1,0,1
1501,Lazio,2163,Roma,18,25,24
1501,Lazio,4692,Sassuolo,9,3,3
1501,Lazio,2388,Sampdoria,29,12,14
1501,Lazio,2681,Verona,14,5,4
1501,Lazio,268,Bologna,24,10,10
1501,Lazio,2634,Udinese,33,14,12
1501,Lazio,999,Fiorentina,33,12,14
1501,Lazio,1082,Genoa,16,13,9
1501,Lazio,4794,Spezia,2,0,0
1501,Lazio,2584,Torino,21,8,14
1501,Lazio,4612,Benevento,4,0,1
1501,Lazio,525,Cagliari,30,9,13
1501,Lazio,2037,Parma,28,14,15
1501,Lazio,4195,Crotone,4,1,1
1501,Lazio,1590,Lens,2,1,1
1501,Lazio,1748,Marseille,4,1,1
1501,Lazio,2173,Rennes,1,1,0
1501,Lazio,1832,Nice,2,0,0
1501,Lazio,935,St-Etienne,1,0,1
1501,Lazio,1800,Nantes,0,2,0
1501,Lazio,398,B Dortmund,1,0,1
1501,Lazio,468,B Leverkusen,1,1,2
1501,Lazio,403,B M'gladbach,1,0,1
1501,Lazio,469,B Munich,0,2,0
1501,Lazio,884,E Frankfurt,0,2,0
1501,Lazio,2682,Stuttgart,2,0,0
1501,Lazio,2854,W Bremen,1,1,0
2163,Roma,4692,Sassuolo,8,1,7
2163,Roma,2388,Sampdoria,25,14,16
2163,Roma,2681,Verona,15,2,5
2163,Roma,268,Bologna,26,8,11
2163,Roma,2634,Udinese,33,16,11
2163,Roma,999,Fiorentina,35,14,16
2163,Roma,1082,Genoa,23,8,7
2163,Roma,4794,Spezia,1,1,1
2163,Roma,2584,Torino,26,8,11
2163,Roma,4612,Benevento,3,0,1
2163,Roma,525,Cagliari,23,12,16
2163,Roma,2037,Parma,35,11,11
2163,Roma,4195,Crotone,5,0,0
2163,Roma,1645,Lyon,2,1,1
2163,Roma,2248,Strasbourg,0,0,1
2163,Roma,246,Bordeaux,2,0,0
2163,Roma,468,B Leverkusen,1,1,2
2163,Roma,403,B M'gladbach,0,1,1
2163,Roma,469,B Munich,1,3,0
2163,Roma,970,Cologne,1,1,0
2163,Roma,1284,Hertha Berlin,2,0,0
4692,Sassuolo,2388,Sampdoria,7,4,6
4692,Sassuolo,2681,Verona,6,4,2
4692,Sassuolo,268,Bologna,5,5,4
4692,Sassuolo,2634,Udinese,4,6,6
4692,Sassuolo,999,Fiorentina,5,6,5
4692,Sassuolo,1082,Genoa,7,5,3
4692,Sassuolo,4794,Spezia,3,1,0
4692,Sassuolo,2584,Torino,3,8,6
4692,Sassuolo,4612,Benevento,3,0,1
4692,Sassuolo,525,Cagliari,3,3,9
4692,Sassuolo,2037,Parma,2,5,3
4692,Sassuolo,4195,Crotone,4,1,1
2388,Sampdoria,2681,Verona,10,2,5
2388,Sampdoria,268,Bologna,12,12,10
2388,Sampdoria,2634,Udinese,21,12,16
2388,Sampdoria,999,Fiorentina,17,14,18
2388,Sampdoria,1082,Genoa,13,11,13
2388,Sampdoria,4794,Spezia,0,1,0
2388,Sampdoria,2584,Torino,13,9,18
2388,Sampdoria,4612,Benevento,1,2,1
2388,Sampdoria,525,Cagliari,16,18,20
2388,Sampdoria,2037,Parma,16,16,11
2388,Sampdoria,4195,Crotone,4,2,1
2388,Sampdoria,1590,Lens,0,1,0
2388,Sampdoria,1284,Hertha Berlin,0,0,1
2388,Sampdoria,2682,Stuttgart,0,0,1
2388,Sampdoria,2854,W Bremen,1,1,0
2681,Verona,268,Bologna,3,10,5
2681,Verona,2634,Udinese,5,8,7
2681,Verona,999,Fiorentina,6,12,4
2681,Verona,1082,Genoa,3,7,4
2681,Verona,4794,Spezia,1,0,0
2681,Verona,2584,Torino,3,6,8
2681,Verona,4612,Benevento,4,1,0
2681,Verona,525,Cagliari,9,6,3
2681,Verona,2037,Parma,10,6,3
2681,Verona,4195,Crotone,2,1,1
268,Bologna,2634,Udinese,12,21,11
268,Bologna,999,Fiorentina,5,17,17
268,Bologna,1082,Genoa,8,9,8
268,Bologna,4794,Spezia,1,1,1
268,Bologna,2584,Torino,6,10,10
268,Bologna,4612,Benevento,2,1,1
268,Bologna,525,Cagliari,12,11,10
268,Bologna,2037,Parma,13,10,15
268,Bologna,4195,Crotone,6,2,0
268,Bologna,1645,Lyon,1,1,0
268,Bologna,1748,Marseille,0,0,2
2634,Udinese,999,Fiorentina,16,27,11
2634,Udinese,1082,Genoa,11,12,9
2634,Udinese,4794,Spezia,1,2,0
2634,Udinese,2584,Torino,14,14,8
2634,Udinese,4612,Benevento,1,2,1
2634,Udinese,525,Cagliari,24,11,9
2634,Udinese,2037,Parma,17,22,13
2634,Udinese,4195,Crotone,3,2,1
2634,Udinese,1590,Lens,1,1,0
2634,Udinese,2173,Rennes,1,0,1
2634,Udinese,398,B Dortmund,1,1,0
2634,Udinese,468,B Leverkusen,1,2,1
2634,Udinese,2854,W Bremen,0,2,2
999,Fiorentina,1082,Genoa,12,5,19
999,Fiorentina,4794,Spezia,1,0,1
999,Fiorentina,2584,Torino,17,8,16
999,Fiorentina,4612,Benevento,3,1,0
999,Fiorentina,525,Cagliari,23,14,11
999,Fiorentina,2037,Parma,19,15,19
999,Fiorentina,4195,Crotone,3,1,1
999,Fiorentina,1576,Lille,0,2,0
999,Fiorentina,1645,Lyon,1,2,1
999,Fiorentina,1832,Nice,2,0,0
999,Fiorentina,246,Bordeaux,0,0,2
999,Fiorentina,403,B M'gladbach,1,1,0
999,Fiorentina,469,B Munich,1,2,1
999,Fiorentina,970,Cologne,0,2,0
999,Fiorentina,2260,Schalke,0,1,1
1082,Genoa,4794,Spezia,1,0,0
1082,Genoa,2584,Torino,8,12,13
1082,Genoa,4612,Benevento,1,2,1
1082,Genoa,525,Cagliari,14,14,8
1082,Genoa,2037,Parma,9,12,9
1082,Genoa,4195,Crotone,6,0,1
1082,Genoa,1576,Lille,1,1,0
4794,Spezia,2584,Torino,0,0,1
4794,Spezia,4612,Benevento,2,0,1
4794,Spezia,525,Cagliari,1,1,1
4794,Spezia,2037,Parma,0,1,2
4794,Spezia,4195,Crotone,1,2,0
2584,Torino,4612,Benevento,2,0,1
2584,Torino,525,Cagliari,14,11,11
2584,Torino,2037,Parma,6,15,12
2584,Torino,4195,Crotone,2,2,3
2584,Torino,403,B M'gladbach,0,1,1
4612,Benevento,525,Cagliari,1,2,0
4612,Benevento,2037,Parma,0,0,2
4612,Benevento,4195,Crotone,2,2,0
525,Cagliari,2037,Parma,15,19,13
525,Cagliari,4195,Crotone,5,0,1
525,Cagliari,935,St-Etienne,1,1,0
2037,Parma,4195,Crotone,0,1,0
2037,Parma,1576,Lille,1,1,0
2037,Parma,1590,Lens,1,0,0
2037,Parma,1748,Marseille,1,0,0
2037,Parma,246,Bordeaux,1,1,0
2037,Parma,398,B Dortmund,1,1,0
2037,Parma,2682,Stuttgart,1,0,1
2037,Parma,2854,W Bremen,1,1,0
1576,Lille,2068,Paris Saint Germain,11,23,14
1576,Lille,1674,Monaco,12,15,13
1576,Lille,1645,Lyon,19,12,14
1576,Lille,1590,Lens,12,5,8
1576,Lille,1748,Marseille,13,20,10
1576,Lille,2173,Rennes,18,13,15
1576,Lille,1767,Montpellier,15,9,7
1576,Lille,1772,Metz,14,2,6
1576,Lille,1832,Nice,8,13,17
1576,Lille,2146,Reims,5,5,3
1576,Lille,68,Angers,3,6,2
1576,Lille,935,St-Etienne,20,8,11
1576,Lille,2248,Strasbourg,9,6,8
1576,Lille,246,Bordeaux,16,15,14
1576,Lille,3150,Lorient,14,7,7
1576,Lille,2934,Stade Brest,6,2,1
1576,Lille,1834,Nimes,4,1,2
1576,Lille,1800,Nantes,21,5,10
1576,Lille,4197,Dijon,10,2,1
1576,Lille,398,B Dortmund,0,0,2
1576,Lille,469,B Munich,0,2,0
1576,Lille,2682,Stuttgart,1,1,0
1576,Lille,2967,Wolfsburg,0,1,1
2068,Paris Saint Germain,1674,Monaco,18,15,15
2068,Paris Saint Germain,1645,Lyon,24,18,15
2068,Paris Saint Germain,1590,Lens,9,9,9
2068,Paris Saint Germain,1748,Marseille,31,13,9
2068,Paris Saint Germain,2173,Rennes,24,14,9
2068,Paris Saint Germain,1767,Montpellier,17,7,12
2068,Paris Saint Germain,1772,Metz,18,3,2
2068,Paris Saint Germain,1832,Nice,18,10,9
2068,Paris Saint Germain,2146,Reims,8,3,2
2068,Paris Saint Germain,68,Angers,13,0,1
2068,Paris Saint Germain,935,St-Etienne,26,6,13
2068,Paris Saint Germain,2248,Strasbourg,16,3,5
2068,Paris Saint Germain,246,Bordeaux,25,15,12
2068,Paris Saint Germain,3150,Lorient,19,7,5
2068,Paris Saint Germain,2934,Stade Brest,8,0,1
2068,Paris Saint Germain,1834,Nimes,6,0,0
2068,Paris Saint Germain,1800,Nantes,28,6,6
2068,Paris Saint Germain,4197,Dijon,14,2,0
2068,Paris Saint Germain,398,B Dortmund,1,1,2
2068,Paris Saint Germain,468,B Leverkusen,2,0,0
2068,Paris Saint Germain,469,B Munich,6,5,0
2068,Paris Saint Germain,5709,RB Leipzig,2,1,0
2068,Paris Saint Germain,2260,Schalke,0,1,0
2068,Paris Saint Germain,2967,Wolfsburg,2,0,0
1674,Monaco,1645,Lyon,16,20,9
1674,Monaco,1590,Lens,12,8,10
1674,Monaco,1748,Marseille,17,19,12
1674,Monaco,2173,Rennes,18,14,10
1674,Monaco,1767,Montpellier,19,2,10
1674,Monaco,1772,Metz,16,4,6
1674,Monaco,1832,Nice,17,13,9
1674,Monaco,2146,Reims,4,3,8
1674,Monaco,68,Angers,7,2,2
1674,Monaco,935,St-Etienne,10,13,11
1674,Monaco,2248,Strasbourg,12,7,4
1674,Monaco,246,Bordeaux,13,18,11
1674,Monaco,3150,Lorient,12,5,7
1674,Monaco,2934,Stade Brest,3,3,0
1674,Monaco,1834,Nimes,4,2,3
1674,Monaco,1800,Nantes,21,9,5
1674,Monaco,4197,Dijon,7,1,3
1674,Monaco,398,B Dortmund,2,2,0
1674,Monaco,468,B Leverkusen,3,1,2
1674,Monaco,403,B M'gladbach,1,1,0
1674,Monaco,5709,RB Leipzig,0,1,1
1674,Monaco,2854,W Bremen,0,1,0
1645,Lyon,1590,Lens,18,5,7
1645,Lyon,1748,Marseille,21,10,19
1645,Lyon,2173,Rennes,19,11,14
1645,Lyon,1767,Montpellier,16,10,9
1645,Lyon,1772,Metz,20,4,3
1645,Lyon,1832,Nice,20,10,10
1645,Lyon,2146,Reims,7,4,3
1645,Lyon,68,Angers,8,1,2
1645,Lyon,935,St-Etienne,23,6,11
1645,Lyon,2248,Strasbourg,17,4,3
1645,Lyon,246,Bordeaux,23,11,17
1645,Lyon,3150,Lorient,14,6,7
1645,Lyon,2934,Stade Brest,4,0,6
1645,Lyon,1834,Nimes,3,0,1
1645,Lyon,1800,Nantes,23,7,7
1645,Lyon,4197,Dijon,7,2,2
1645,Lyon,468,B Leverkusen,1,1,0
1645,Lyon,403,B M'gladbach,0,2,0
1645,Lyon,469,B Munich,2,5,2
1645,Lyon,3937,Hoffenheim,0,0,2
1645,Lyon,5709,RB Leipzig,1,0,1
1645,Lyon,2260,Schalke,1,1,0
1645,Lyon,2682,Stuttgart,2,0,0
1645,Lyon,2854,W Bremen,3,1,0
1590,Lens,1748,Marseille,10,11,8
1590,Lens,2173,Rennes,6,13,8
1590,Lens,1767,Montpellier,10,5,2
1590,Lens,1772,Metz,9,4,8
1590,Lens,1832,Nice,5,5,11
1590,Lens,2146,Reims,1,1,4
1590,Lens,68,Angers,0,1,2
1590,Lens,935,St-Etienne,10,7,5
1590,Lens,2248,Strasbourg,6,6,5
1590,Lens,246,Bordeaux,8,9,10
1590,Lens,3150,Lorient,4,8,6
1590,Lens,2934,Stade Brest,2,3,3
1590,Lens,1834,Nimes,1,2,1
1590,Lens,1800,Nantes,9,7,5
1590,Lens,4197,Dijon,2,2,1
1590,Lens,468,B Leverkusen,1,1,0
1590,Lens,469,B Munich,0,0,2
1590,Lens,1284,Hertha Berlin,0,0,1
1590,Lens,2682,Stuttgart,1,1,0
1590,Lens,2967,Wolfsburg,1,0,1
1748,Marseille,2173,Rennes,21,14,12
1748,Marseille,1767,Montpellier,18,8,9
1748,Marseille,1772,Metz,13,6,5
1748,Marseille,1832,Nice,23,11,5
1748,Marseille,2146,Reims,4,4,5
1748,Marseille,68,Angers,3,3,6
1748,Marseille,935,St-Etienne,20,9,11
1748,Marseille,2248,Strasbourg,11,3,9
1748,Marseille,246,Bordeaux,12,14,20
1748,Marseille,3150,Lorient,13,6,7
1748,Marseille,2934,Stade Brest,6,1,2
1748,Marseille,1834,Nimes,4,2,0
1748,Marseille,1800,Nantes,12,12,11
1748,Marseille,4197,Dijon,7,1,3
1748,Marseille,398,B Dortmund,2,2,0
1748,Marseille,403,B M'gladbach,0,1,1
1748,Marseille,469,B Munich,0,2,0
1748,Marseille,970,Cologne,1,1,0
1748,Marseille,884,E Frankfurt,0,2,0
1748,Marseille,5709,RB Leipzig,1,1,0
1748,Marseille,2854,W Bremen,1,0,1
2173,Rennes,1767,Montpellier,15,11,9
2173,Rennes,1772,Metz,10,3,10
2173,Rennes,1832,Nice,11,14,15
